"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"KIN MINING NL","KIN","Materials",,"0.2450","0.2450","-0.0049","40000"
"KINA PETROLEUM LIMITED","KPL","Energy",,"0.0880","0.0880","0.0000","3312"
"KINA SECURITIES LIMITED","KSL","Diversified Financials","0.8450","0.8450","0.8450","0.0476","309"
"KINETIKO ENERGY LTD","KKO","Energy","0.0190","0.0200","0.0190","0.0000","107040"
"KING ISLAND SCHEELITE LIMITED","KIS","Materials","0.0480","0.0480","0.0480","-0.0010","55000"
"KING RIVER COPPER LIMITED","KRC","Materials",,"0.0070","0.0070","0.0000","44357"
"KINGFISHER TRUST 2016-1","KIG","Not Applic",,"","","",""
"KINGFORM HEALTH HOMETEXTILE GROUP LIMITED","KFG","Consumer Durables & Apparel",,"","","",""
"KINGSGATE CONSOLIDATED LIMITED.","KCN","Materials","0.2800","0.2850","0.2800","0.0000","44542"
"KINGSLAND GLOBAL LTD","KLO","Real Estate","0.1500","0.1500","0.1500","-0.0048","20000"
"KINGSROSE MINING LIMITED","KRM","Materials",,"","","",""
"KINGSTON RESOURCES LIMITED","KSN","Materials","0.0160","0.0170","0.0160","0.0011","475247"
"KIP MCGRATH EDUCATION CENTRES LIMITED","KME","Consumer Services","0.4950","0.4950","0.4950","0.0000","1040"
"KNEOMEDIA LIMITED","KNM","Software & Services","0.0520","0.0540","0.0520","0.0021","234515"
"KNOSYS LIMITED","KNO","Software & Services",,"0.0850","0.0850","-0.0038","40000"
"KOGAN.COM LTD","KGN","Retailing","3.8000","3.9100","3.7900","-0.0543","43288"
"KOGI IRON LIMITED","KFE","Materials","0.0210","0.0210","0.0210","0.0000","50000"
"KOLLAKORN CORPORATION LIMITED","KKL","Technology Hardware & Equipment","0.0500","0.0500","0.0500","-0.0083","27000"
"KONEKT LIMITED","KKT","Health Care Equipment & Services","0.4800","0.4800","0.4800","0.0050","1053"
"KOON HOLDINGS LIMITED","KNH","Capital Goods",,"","","",""
"KORAB RESOURCES LIMITED","KOR","Materials",,"0.0210","0.0200","-0.0010","654545"
"KORE POTASH LIMITED","K2P","Materials","0.1450","0.1450","0.1450","0.0000","43380"
"KOREA SOUTH-EAST POWER CO LTD","KOP","Not Applic",,"","","",""
"KORVEST LTD","KOV","Capital Goods","2.2600","2.2600","2.2600","-0.0678","4000"
"KRAKATOA RESOURCES LIMITED","KTA","Materials","0.0460","0.0460","0.0460","0.0000","269700"
"KRESTA HOLDINGS LIMITED","KRS","Consumer Durables & Apparel","0.0720","0.0720","0.0720","0.0000","2000"
"KULA GOLD LIMITED","KGD","Materials","0.0230","0.0230","0.0230","-0.0018","100000"
"KYCKR LIMITED","KYK","Software & Services",,"0.2050","0.2050","0.0051","53380"
"LACHLAN STAR LIMITED","LSA","Materials",,"","","",""
"LACONIA RESOURCES LIMITED","LCR","Materials","0.0200","0.0200","0.0200","0.0000","313057"
"LAKE RESOURCES N.L.","LKE","Materials","0.0640","0.0640","0.0610","0.0021","783342"
"LAKES OIL NL","LKO","Energy","0.0010","0.0020","0.0010","0.0000","450000"
"LAND & HOMES GROUP LIMITED","LHM","Real Estate",,"0.0340","0.0340","0.0010","3824"
"LANDMARK WHITE LIMITED","LMW","Real Estate","0.6800","0.6800","0.6700","0.0000","23100"
"LANEWAY RESOURCES LTD","LNY","Materials","0.0030","0.0030","0.0030","0.0000","187500"
"LANKA GRAPHITE LIMITED","LGR","Not Applic","0.0400","0.0400","0.0400","0.0000","60000"
"LANTERN HOTEL GROUP","LTN","Real Estate",,"","","",""
"LARAMIDE RESOURCES LTD","LAM","Energy",,"","","",""
"LASERBOND LIMITED","LBL","Capital Goods","0.1300","0.1300","0.1300","0.0000","21705"
"LATAM AUTOS LIMITED","LAA","Software & Services","0.1000","0.1000","0.1000","0.0000","7490"
"LATIN RESOURCES LIMITED","LRS","Materials","0.0030","0.0030","0.0030","-0.0008","100000"
"LATITUDE AUSTRALIA CREDIT CARD LOAN NOTE TRUST","LCN","Not Applic",,"","","",""
"LATITUDE CONSOLIDATED LIMITED","LCD","Materials","0.0130","0.0130","0.0130","-0.0009","14414"
"LATROBE MAGNESIUM LIMITED","LMG","Materials","0.0140","0.0140","0.0140","-0.0018","50000"
"LAWSON GOLD LIMITED","LSN","Materials","0.0800","0.0800","0.0800","0.0053","146712"
"LBT INNOVATIONS LIMITED","LBT","Health Care Equipment & Services","0.3100","0.3150","0.3100","0.0000","66000"
"LEAF RESOURCES LTD","LER","Materials","0.0820","0.0820","0.0820","0.0000","11523"
"LEFROY EXPLORATION LIMITED","LEX","Materials","0.1400","0.1400","0.1400","-0.0093","8249"
"LEGACY IRON ORE LIMITED","LCY","Materials","0.0030","0.0030","0.0030","0.0000","1000000"
"LEGEND CORPORATION LIMITED","LGD","Capital Goods","0.2000","0.2000","0.1900","0.0000","225000"
"LEGEND MINING LIMITED","LEG","Materials","0.0100","0.0100","0.0100","0.0000","448373"
"LEIGH CREEK ENERGY LIMITED","LCK","Energy","0.1300","0.1300","0.1300","0.0000","15405"
"LENDLEASE GROUP","LLC","Real Estate","17.9000","17.9200","17.8850","0.0000","427630"
"LEPIDICO LTD","LPD","Materials",,"0.0120","0.0120","0.0000","100000"
"LIFE CORPORATION LTD","LFC","Consumer Services",,"0.0020","0.0020","0.0000","834"
"LIFEHEALTHCARE GROUP LIMITED","LHC","Health Care Equipment & Services","2.3700","2.4200","2.3300","0.0201","43787"
"LIFESPOT HEALTH LTD","LSH","Health Care Equipment & Services","0.1250","0.1300","0.1200","0.0000","128162"
"LIFESTYLE COMMUNITIES LIMITED","LIC","Real Estate",,"4.3000","4.2800","-0.0249","712"
"LINCOLN MINERALS LIMITED","LML","Materials","0.0400","0.0400","0.0400","-0.0019","22940"
"LINDIAN RESOURCES LIMITED","LIN","Materials","0.0160","0.0160","0.0160","0.0011","70000"
"LINDSAY AUSTRALIA LIMITED","LAU","Transportation","0.3750","0.3800","0.3750","0.0000","2374"
"LINIUS TECHNOLOGIES LIMITED","LNU","Materials",,"0.0520","0.0520","0.0000","443288"
"LINK ADMINISTRATION HOLDINGS LIMITED","LNK","Software & Services",,"7.3800","7.3350","-0.0147","289114"
"LION ENERGY LIMITED","LIO","Energy","0.0600","0.0600","0.0600","0.0055","140000"
"LION ONE METALS LIMITED","LLO","Materials",,"","","",""
"LION SELECTION GROUP LIMITED.","LSX","Diversified Financials","0.3750","0.3750","0.3750","0.0000","11571"
"LIONHUB GROUP LIMITED","LHB","Real Estate",,"0.0720","0.0680","-0.0142","4110"
"LIONTOWN RESOURCES LIMITED","LTR","Materials","0.0090","0.0090","0.0090","0.0000","293569"
"LIQUEFIED NATURAL GAS LIMITED","LNG","Energy","0.3900","0.3950","0.3850","-0.0020","98416"
"LITHIUM AUSTRALIA NL","LIT","Materials","0.1250","0.1250","0.1250","-0.0048","7630"
"LITHIUM CONSOLIDATED MINERAL EXPLORATION LIMITED","LI3","Materials","0.1050","0.1050","0.1000","0.0000","23502"
"LITHIUM POWER INTERNATIONAL LIMITED","LPI","Materials","0.3750","0.3750","0.3750","0.0051","39676"
"LITIGATION CAPITAL MANAGEMENT LIMITED","LCA","Diversified Financials",,"","","",""
"LIVEHIRE LIMITED","LVH","Software & Services","0.8700","0.8750","0.8700","0.0204","52124"
"LIVETILES LIMITED","LVT","Software & Services","0.2150","0.2250","0.2050","0.0051","125294"
"LIVING CELL TECHNOLOGIES LIMITED","LCT","Pharmaceuticals, Biotechnology & Life Sciences","0.1800","0.1800","0.1800","0.0000","41504"
"LOCALITY PLANNING ENERGY HOLDINGS LIMITED","LPE","Utilities","0.0250","0.0250","0.0250","0.0000","19361"
"LODESTAR MINERALS LIMITED","LSR","Materials","0.0110","0.0110","0.0110","0.0000","90047"
"LOGICAMMS LIMITED","LCM","Capital Goods","0.2850","0.2850","0.2850","0.0051","1162"
"LONDON CITY EQUITIES LIMITED","LCE","Diversified Financials",,"0.3600","0.3600","0.0103","10700"
"LONGFORD RESOURCES LIMITED","LFR","Materials","0.0790","0.0790","0.0760","0.0031","168375"
"LONGREACH OIL LIMITED","LGO","Energy",,"","","",""
"LOVE GROUP GLOBAL LTD","LVE","Software & Services","0.1700","0.1800","0.1700","0.0052","10000"
"LOVISA HOLDINGS LIMITED","LOV","Retailing","5.2900","5.3200","5.2100","-0.0296","5474"
"LUCAPA DIAMOND COMPANY LIMITED","LOM","Materials","0.2750","0.2750","0.2650","0.0051","124782"
"LUIRI GOLD LIMITED","LGM","Materials",,"","","",""
"LWP TECHNOLOGIES LIMITED","LWP","Energy",,"0.0010","0.0010","0.0000","520000"
"LYCOPODIUM LIMITED","LYL","Capital Goods","4.6700","4.6700","4.6700","0.2867","341"
"LYNAS CORPORATION LIMITED","LYC","Materials","0.1920","0.1950","0.1900","0.0000","1643096"
"MACA LIMITED","MLD","Materials","2.1300","2.1550","2.1300","0.0051","114356"
"MACARTHUR AUSTRALIA LIMITED","MMM","Class Pend",,"","","",""
"MACH7 TECHNOLOGIES LIMITED","M7T","Health Care Equipment & Services","0.1600","0.1600","0.1600","0.0052","33016"
"MACMAHON HOLDINGS LIMITED","MAH","Capital Goods","0.2250","0.2250","0.2220","0.0030","1158550"
"MACPHERSONS RESOURCES LIMITED","MRP","Materials","0.1300","0.1300","0.1300","0.0000","25020"
"MACQUARIE ATLAS ROADS GROUP","MQA","Transportation","5.4100","5.4350","5.4100","0.0000","321932"
"MACQUARIE BANK LIMITED","MBL","Not Applic",,"","","",""
"MACQUARIE GROUP LIMITED","MQG","Diversified Financials","90.9600","91.2300","90.9000","-0.2001","153228"
"MACQUARIE MEDIA LIMITED","MRN","Media","1.1000","1.1000","1.1000","-0.0479","4926"
"MACQUARIE TELECOM GROUP LIMITED","MAQ","Telecommunication Services","14.5000","14.5000","14.5000","0.0000","20"
"MAGELLAN FINANCIAL GROUP LIMITED","MFG","Diversified Financials","24.6000","24.6300","24.5500","0.0910","104713"
"MAGMATIC RESOURCES LIMITED","MAG","Materials","0.1200","0.1200","0.1200","-0.0171","20000"
"MAGNETIC RESOURCES NL","MAU","Materials","0.2350","0.2350","0.2300","-0.0226","12777"
"MAGNETITE MINES LIMITED.","MGT","Materials","0.0280","0.0310","0.0280","0.0000","200166"
"MAGNIS RESOURCES LIMITED.","MNS","Materials",,"0.4250","0.4100","-0.0078","248102"
"MAGNUM GAS & POWER LIMITED","MPE","Energy","0.0010","0.0010","0.0010","-0.0005","1000000"
"MAGNUM MINING AND EXPLORATION LIMITED","MGU","Materials","0.0500","0.0500","0.0500","-0.0028","25000"
"MAGONTEC LIMITED","MGL","Materials","0.0370","0.0370","0.0370","0.0000","97637"
"MAINSTREAMBPO LIMITED","MAI","Diversified Financials","0.4800","0.4800","0.4800","-0.0192","4000"
"MAJESTIC HORIZON HOLDINGS LTD","MHH","Class Pend",,"","","",""
"MALACHITE RESOURCES LIMITED","MAR","Materials","0.0060","0.0060","0.0060","0.0012","1550000"
"MANAGED ACCOUNTS HOLDINGS LIMITED","MGP","Diversified Financials","0.3200","0.3250","0.3200","0.0000","9000"
"MANALTO LIMITED","MTL","Software & Services",,"0.0100","0.0100","0.0000","100000"
"MANAS RESOURCES LIMITED","MSR","Materials","0.0030","0.0030","0.0030","0.0000","333333"
"MANDALONG RESOURCES LIMITED","MDD","Materials",,"","","",""
"MANHATTAN CORPORATION LIMITED","MHC","Energy",,"0.0400","0.0400","-0.0044","200000"
"MANTLE MINING CORPORATION LIMITED","MNM","Materials","0.0100","0.0100","0.0100","0.0000","1000000"
"MANTRA GROUP LIMITED","MTR","Consumer Services","3.2050","3.2100","3.1900","-0.0051","214677"
"MANUKA RESOURCES LTD","MKR","Class Pend",,"","","",""
"MARENICA ENERGY LTD","MEY","Energy","0.1100","0.1100","0.1100","0.0109","425"
"MARETERRAM LIMITED","MTM","Capital Goods","0.2950","0.2950","0.2950","0.0000","10000"
"MARINDI METALS LIMITED","MZN","Materials","0.0080","0.0080","0.0080","-0.0009","250000"
"MARINER CORPORATION LIMITED","MCX","Diversified Financials","0.0670","0.0670","0.0670","0.0010","4000"
"MARMOTA LIMITED","MEU","Energy","0.0150","0.0150","0.0150","0.0011","125000"
"MARQUEE RESOURCES LIMITED","MQR","Materials","0.1400","0.1400","0.1400","0.0000","15000"
"MARTIN AIRCRAFT COMPANY LIMITED","MJP","Capital Goods","0.0500","0.0500","0.0500","-0.0054","20000"
"MASTERMYNE GROUP LIMITED","MYE","Materials","0.7000","0.7000","0.7000","0.0000","58019"
"MATADOR MINING LIMITED","MZZ","Materials","0.2200","0.2200","0.2200","0.0105","25000"
"MATRIX COMPOSITES & ENGINEERING LIMITED","MCE","Energy","0.5000","0.5000","0.5000","-0.0050","1186"
"MATSA RESOURCES LIMITED","MAT","Materials","0.2200","0.2200","0.2200","0.0000","17000"
"MAXIMUS RESOURCES LIMITED","MXR","Materials","0.0010","0.0010","0.0010","0.0000","522606"
"MAXITRANS INDUSTRIES LIMITED","MXI","Capital Goods","0.7100","0.7100","0.6850","-0.0099","86528"
"MAXSEC GROUP LIMITED","MSP","Technology Hardware & Equipment",,"","","",""
"MAYFIELD CHILDCARE LIMITED","MFD","Consumer Services","1.0000","1.0000","1.0000","0.0000","500"
"MAYNE PHARMA GROUP LIMITED","MYX","Pharmaceuticals, Biotechnology & Life Sciences","0.6620","0.6650","0.6600","0.0000","220795"
"MAYUR RESOURCES LIMITED","MRL","Class Pend",,"","","",""
"MCALEESE LIMITED","MCS","Transportation",,"","","",""
"MCGRATH LIMITED","MEA","Real Estate","0.6250","0.6300","0.6100","-0.0146","5040"
"MCMILLAN SHAKESPEARE LIMITED","MMS","Commercial & Professional Services","14.6800","14.7050","14.6600","0.0206","37920"
"MCPHERSON'S LIMITED","MCP","Consumer Durables & Apparel","1.4970","1.5100","1.4970","-0.0030","12006"
"MCS SERVICES LIMITED","MSG","Commercial & Professional Services","0.0280","0.0280","0.0280","0.0000","45000"
"MEC RESOURCES LIMITED","MMR","Energy","0.0250","0.0250","0.0240","0.0010","13750"
"MEDADVISOR LIMITED","MDR","Health Care Equipment & Services","0.0360","0.0360","0.0350","0.0010","442941"
"MEDALLION TRUST SERIES 2013-2","MBJ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-1","MDZ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-1P","MPZ","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2014-2","MZB","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2015-1","MZA","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2015-2","MZC","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2016-1","MZF","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2016-2","MZT","Not Applic",,"","","",""
"MEDALLION TRUST SERIES 2017-1","MZ1","Not Applic",,"","","",""
"MEDIBANK PRIVATE LIMITED","MPL","Insurance","2.9200","2.9300","2.9200","0.0000","346113"
"MEDIBIO LIMITED","MEB","Pharmaceuticals, Biotechnology & Life Sciences","0.4350","0.4500","0.4350","0.0155","408206"
"MEDICAL AUSTRALIA LIMITED","MLA","Health Care Equipment & Services","0.0830","0.0830","0.0830","0.0000","100000"
"MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED","MVP","Pharmaceuticals, Biotechnology & Life Sciences","5.1300","5.1700","5.1300","0.0000","9137"
"MEDIGARD LIMITED","MGZ","Health Care Equipment & Services","0.0140","0.0140","0.0140","-0.0009","21392"
"MEDLAB CLINICAL LIMITED","MDC","Pharmaceuticals, Biotechnology & Life Sciences","0.7000","0.7000","0.7000","0.0000","3000"
"MEDUSA MINING LIMITED","MML","Materials","0.2900","0.2900","0.2900","0.0000","2521"
"MEGAPORT LIMITED","MP1","Software & Services","1.9650","1.9700","1.9300","0.0051","11759"
"MEJORITY CAPITAL LIMITED","MJC","Diversified Financials","0.0120","0.0120","0.0120","-0.0017","37000"
"MELBANA ENERGY LIMITED","MAY","Energy",,"","","",""
"MELBOURNE IT LIMITED","MLB","Software & Services","2.8900","2.8950","2.8600","-0.0049","17910"
"MEMPHASYS LIMITED.","MEM","Pharmaceuticals, Biotechnology & Life Sciences","0.0030","0.0030","0.0030","-0.0008","207248"
"MERCANTILE INVESTMENT COMPANY LTD","MVT","Diversified Financials","0.1550","0.1550","0.1550","-0.0049","45593"
"MERCHANT HOUSE INTERNATIONAL LIMITED","MHI","Consumer Durables & Apparel","0.1900","0.1900","0.1900","0.0051","39500"
"MERCURY NZ LIMITED","MCY","Utilities",,"","","",""
"MERIDIAN ENERGY LIMITED","MEZ","Utilities",,"","","",""
"MERLIN DIAMONDS LIMITED","MED","Materials","0.0060","0.0060","0.0060","0.0012","126667"
"MESA MINERALS LIMITED","MAS","Materials",,"","","",""
"MESOBLAST LIMITED","MSB","Pharmaceuticals, Biotechnology & Life Sciences","1.3550","1.3700","1.3550","0.0000","68787"
"METAL BANK LIMITED","MBK","Materials","0.0240","0.0240","0.0240","0.0000","70000"
"METALICITY LIMITED","MCT","Materials","0.0470","0.0480","0.0470","-0.0010","303397"
"METALLICA MINERALS LIMITED","MLM","Materials","0.0620","0.0630","0.0620","0.0021","250000"
"METALLUM LIMITED","MNE","Materials","0.0270","0.0270","0.0270","0.0000","152742"
"METALS AUSTRALIA LTD","MLS","Materials","0.0040","0.0040","0.0040","0.0000","16811234"
"METALS X LIMITED","MLX","Materials","0.7850","0.7870","0.7750","-0.0020","80683"
"METALSTECH LIMITED","MTC","Materials","0.0960","0.0960","0.0950","-0.0038","49943"
"METCASH LIMITED","MTS","Food & Staples Retailing","2.5550","2.5700","2.5500","0.0202","755385"
"METEORIC RESOURCES NL","MEI","Materials","0.0460","0.0470","0.0460","-0.0010","348355"
"METGASCO LIMITED","MEL","Energy","0.0470","0.0500","0.0470","0.0010","79055"
"METLIFECARE LIMITED","MEQ","Health Care Equipment & Services",,"","","",""
"METMINCO LIMITED","MNC","Materials","0.0500","0.0500","0.0500","0.0000","89959"
"METRO MINING LIMITED","MMI","Energy","0.1850","0.1850","0.1850","0.0000","30492"
"METRO PERFORMANCE GLASS LIMITED","MPP","Materials",,"","","",""
"MFF CAPITAL INVESTMENTS LIMITED","MFF","Diversified Financials","1.9150","1.9150","1.9000","0.0000","43247"
"MG UNIT TRUST","MGC","Food, Beverage & Tobacco","0.8700","0.8700","0.8550","0.0030","71986"
"MGC PHARMACEUTICALS LTD","MXC","Pharmaceuticals, Biotechnology & Life Sciences","0.0390","0.0390","0.0390","0.0000","200259"
"MGM WIRELESS LIMITED","MWR","Software & Services","0.4400","0.4400","0.4400","0.0000","3300"
"MHM METALS LIMITED","MHM","Materials",,"","","",""
"MICHAEL HILL INTERNATIONAL LIMITED","MHJ","Consumer Durables & Apparel",,"","","",""
"MICRO-X LIMITED","MX1","Health Care Equipment & Services","0.4000","0.4000","0.4000","0.0000","2356"
"MIDDLE ISLAND RESOURCES LIMITED","MDI","Materials","0.0230","0.0230","0.0230","0.0000","45230"
"MIDWAY LIMITED","MWY","Materials","2.3200","2.3200","2.3100","-0.0197","12063"
"MIGME LIMITED","MIG","Software & Services",,"","","",""
"MILLENNIUM MINERALS LIMITED","MOY","Materials","0.1400","0.1450","0.1400","0.0000","37203"
"MILLENNIUM SERVICES GROUP LIMITED","MIL","Commercial & Professional Services","1.6200","1.6200","1.6200","0.0254","1550"
"MILLINIUM'S ALTERNATIVES FUND.","MAX","Not Applic",,"","","",""
"MILTON CORPORATION LIMITED","MLT","Diversified Financials","4.5000","4.5000","4.4800","0.0099","13649"
"MINBOS RESOURCES LIMITED","MNB","Materials","0.0050","0.0050","0.0050","0.0000","1598222"
"MINCOR RESOURCES NL","MCR","Materials","0.2750","0.2750","0.2750","0.0104","6000"
"MINDAX LIMITED","MDX","Materials","0.0060","0.0060","0.0060","0.0000","1707"
"MINERAL COMMODITIES LTD","MRC","Materials","0.1050","0.1050","0.1050","-0.0131","90000"
"MINERAL DEPOSITS LIMITED","MDL","Materials","0.8200","0.8350","0.8200","0.0000","3178"
"MINERAL RESOURCES LIMITED","MIN","Materials","16.3300","16.3600","16.2300","-0.0392","167036"
"MINOTAUR EXPLORATION LTD","MEP","Materials","0.0580","0.0580","0.0580","0.0000","10000"
"MINREX RESOURCES LIMITED","MRR","Materials",,"0.0530","0.0520","0.0021","150000"
"MINT PAYMENTS LIMITED","MNW","Software & Services","0.0430","0.0440","0.0430","0.0032","67097"
"MINTAILS LIMITED","MLI","Materials",,"","","",""
"MIRRABOOKA INVESTMENTS LIMITED","MIR","Diversified Financials","2.6500","2.6600","2.5700","-0.0586","18603"
"MIRVAC GROUP","MGR","Real Estate","2.2800","2.3000","2.2800","0.0000","2148871"
"MISSION NEWENERGY LIMITED","MBT","Energy",,"","","",""
"MITCHELL SERVICES LIMITED","MSV","Capital Goods","0.0400","0.0400","0.0400","0.0000","250000"
"MITHRIL RESOURCES LIMITED","MTH","Materials","0.0030","0.0030","0.0030","0.0000","2000000"
"MITULA GROUP LIMITED","MUA","Software & Services","0.6400","0.6400","0.6400","0.0000","59"
"MMA OFFSHORE LIMITED","MRM","Transportation","0.1850","0.1900","0.1850","0.0000","33612"
"MMG LIMITED","MMG","Materials",,"","","",""
"MMJ PHYTOTECH LIMITED","MMJ","Pharmaceuticals, Biotechnology & Life Sciences","0.3300","0.3300","0.3300","-0.0049","4647"
"MNC MEDIA INVESTMENT LTD","MIH","Telecommunication Services",,"","","",""
"MNF GROUP LIMITED","MNF","Telecommunication Services","5.4300","5.4600","5.4100","-0.0098","13199"
"MOBECOM LIMITED","MBM","Materials",,"","","",""
"MOBILARM LIMITED","MBO","Technology Hardware & Equipment",,"","","",""
"MOBILE EMBRACE LIMITED","MBE","Software & Services","0.0590","0.0590","0.0590","0.0021","5207"
"MOBILICOM LIMITED","MOB","Technology Hardware & Equipment","0.1300","0.1300","0.1300","0.0108","13776"
"MOD RESOURCES LIMITED","MOD","Materials","0.0570","0.0580","0.0570","0.0000","376898"
"MOELIS AUSTRALIA LIMITED","MOE","Diversified Financials","5.4300","5.4300","5.4000","0.0000","101"
"MOKO SOCIAL MEDIA LIMITED","MKB","Software & Services",,"","","",""
"MOLOPO ENERGY LIMITED","MPO","Energy",,"0.1400","0.1400","0.0000","4100"
"MONADELPHOUS GROUP LIMITED","MND","Capital Goods","15.6900","15.7100","15.6800","0.0408","26856"
"MONASH ABSOLUTE INVESTMENT COMPANY LIMITED","MA1","Not Applic","0.8000","0.8000","0.8000","0.0102","6268"
"MONASH IVF GROUP LIMITED","MVF","Pharmaceuticals, Biotechnology & Life Sciences","1.3900","1.4000","1.3820","-0.0050","75919"
"MONAX MINING LIMITED","MOX","Materials","0.0060","0.0060","0.0060","0.0012","57500"
"MONEY3 CORPORATION LIMITED","MNY","Diversified Financials","1.4420","1.4600","1.4370","0.0050","174057"
"MONTEZUMA MINING COMPANY LTD","MZM","Materials","0.2000","0.2000","0.2000","0.0051","10000"
"MORETON RESOURCES LTD","MRV","Energy","0.0110","0.0110","0.0110","0.0000","100000"
"MORPHIC ETHICAL EQUITIES FUND LIMITED","MEC","Diversified Financials",,"","","",""
"MORTGAGE CHOICE LIMITED","MOC","Banks","2.2200","2.2400","2.2200","-0.0100","6037"
"MOTOPIA LIMITED","MOT","Software & Services","0.0320","0.0320","0.0320","0.0000","425000"
"MOTORCYCLE HOLDINGS LIMITED","MTO","Retailing","4.2500","4.2500","4.2500","0.0000","719"
"MOUNT BURGESS MINING NL","MTB","Materials","0.0060","0.0060","0.0060","-0.0009","107435"
"MOUNT GIBSON IRON LIMITED","MGX","Materials","0.3750","0.3800","0.3720","0.0000","29464"
"MOUNT RIDLEY MINES LIMITED","MRD","Materials","0.0080","0.0080","0.0080","0.0000","450425"
"MRG METALS LIMITED","MRQ","Materials","0.0060","0.0060","0.0060","0.0000","49866"
"MSL SOLUTIONS LIMITED","MPW","Software & Services","0.2600","0.2600","0.2600","0.0051","20000"
"MSM CORPORATION INTERNATIONAL LTD","MSM","Software & Services","0.2600","0.2600","0.2600","0.0000","211283"
"MULTIPLEX SITES TRUST","MXU","Real Estate",,"","","",""
"MULTISTACK INTERNATIONAL LIMITED","MSI","Capital Goods","0.0080","0.0080","0.0080","0.0000","698"
"MURCHISON HOLDINGS LIMITED","MCH","Diversified Financials",,"","","",""
"MURRAY COD AUSTRALIA LIMITED","MCA","Food, Beverage & Tobacco","0.0660","0.0660","0.0660","0.0021","512565"
"MURRAY RIVER ORGANICS GROUP LIMITED","MRG","Food, Beverage & Tobacco","0.3800","0.3800","0.3800","0.0000","27000"
"MUSGRAVE MINERALS LIMITED","MGV","Materials","0.0660","0.0660","0.0660","0.0010","15000"
"MUSTANG RESOURCES LIMITED","MUS","Materials","0.0830","0.0830","0.0830","0.0000","2049773"
"MUSTERA PROPERTY GROUP LIMITED","MPX","Real Estate",,"0.2850","0.2850","0.0051","5000"
"MYER HOLDINGS LIMITED","MYR","Retailing","0.7720","0.7720","0.7650","0.0000","276458"
"MYFIZIQ LIMITED","MYQ","Software & Services","0.0550","0.0550","0.0550","0.0000","24000"
"MYOB GROUP LIMITED","MYO","Software & Services","3.4500","3.4550","3.4400","-0.0048","54809"
"MYSTATE LIMITED","MYS","Banks","4.7400","4.7700","4.7100","0.0403","9998"
"MZI RESOURCES LTD","MZI","Materials","0.1200","0.1200","0.1150","0.0000","64177"
"N1 HOLDINGS LIMITED","N1H","Banks",,"0.1800","0.1800","-0.0049","3388"
"NAGAMBIE RESOURCES LIMITED","NAG","Materials","0.0390","0.0390","0.0360","0.0057","30257"
"NAMOI COTTON CO-OPERATIVE LIMITED","NAM","Commercial & Professional Services","0.4550","0.4550","0.4550","-0.0050","9193"
"NANOSONICS LIMITED","NAN","Health Care Equipment & Services","2.6300","2.6300","2.6200","0.0000","98528"
"NAOS ABSOLUTE OPPORTUNITIES COMPANY LIMITED","NAC","Not Applic","1.0150","1.0150","1.0050","-0.0050","35793"
"NAOS EMERGING OPPORTUNITIES COMPANY LIMITED","NCC","Not Applic","1.4300","1.4300","1.4300","-0.0197","17230"
"NATIONAL AUSTRALIA BANK LIMITED","NAB","Banks","31.5000","31.5000","31.4350","0.0315","453437"
"NATIONAL RMBS TRUST 2011-1 SERIES 2011-1","NAF","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2011-2 SERIES 2011-2","NAO","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2012-2 SERIES 2012-2","NAH","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2015-1 SERIES 2015-1","NAJ","Not Applic",,"","","",""
"NATIONAL RMBS TRUST 2016-1","NRM","Not Applic",,"","","",""
"NATIONAL STORAGE REIT","NSR","Real Estate","1.4950","1.5050","1.4950","0.0000","183251"
"NATIONAL VETERINARY CARE LTD","NVL","Health Care Equipment & Services","2.7300","2.7700","2.7300","-0.0098","16155"
"NAVARRE MINERALS LIMITED","NML","Materials","0.0450","0.0450","0.0450","-0.0010","45029"
"NAVIGATOR RESOURCES LIMITED","NAV","Materials",,"","","",""
"NAVITAS LIMITED","NVT","Consumer Services","4.4950","4.5450","4.4900","0.0252","184047"
"NEARMAP LTD","NEA","Software & Services","0.6650","0.6650","0.6550","0.0000","86485"
"NELSON RESOURCES LIMITED","NES","Class Pend",,"","","",""
"NEMEX RESOURCES LIMITED","NXR","Materials",,"","","",""
"NEOMETALS LTD","NMT","Materials","0.2850","0.2850","0.2820","0.0051","67747"
"NEPTUNE MARINE SERVICES LIMITED","NMS","Energy",,"0.9000","0.9000","0.0419","100"
"NETCCENTRIC LIMITED","NCL","Media","0.0200","0.0200","0.0200","-0.0010","162000"
"NETCOMM WIRELESS LIMITED","NTC","Technology Hardware & Equipment","1.1050","1.1200","1.1000","-0.0050","36410"
