"Company name","ASX code","GICS industry group","Price","High","Low","Change","Volume"
"CLIME INVESTMENT MANAGEMENT LTD","CIW","Diversified Financials","0.5200","0.5200","0.5200","0.0154","9440"
"CLINUVEL PHARMACEUTICALS LIMITED","CUV","Pharmaceuticals, Biotechnology & Life Sciences","6.8000","6.8100","6.7800","0.0911","8620"
"CLOVER CORPORATION LIMITED","CLV","Health Care Equipment & Services","0.4650","0.4650","0.4600","0.0155","47410"
"CMI LIMITED.","CMI","Capital Goods","1.2300","1.2300","1.2300","-0.0100","100"
"CML GROUP LIMITED","CGR","Commercial & Professional Services","0.3700","0.3700","0.3700","0.0103","25000"
"COAL OF AFRICA LIMITED","CZA","Energy","0.0450","0.0450","0.0450","0.0000","81296"
"COASSETS LIMITED.","CA8","Software & Services","0.2100","0.2100","0.2000","-0.0183","10000"
"COBALT BLUE HOLDINGS LIMITED","COB","Materials","0.1800","0.1800","0.1800","0.0000","27691"
"COBALT ONE LIMITED","CO1","Materials","0.1300","0.1300","0.1300","0.0000","100000"
"COCA-COLA AMATIL LIMITED","CCL","Food, Beverage & Tobacco","7.8000","7.8300","7.8000","0.0406","226280"
"COCHLEAR LIMITED","COH","Health Care Equipment & Services","165.0800","165.2400","164.9250","0.0660","34538"
"CODAN LIMITED","CDA","Technology Hardware & Equipment","2.4150","2.4150","2.3300","-0.0246","14297"
"COGSTATE LTD","CGS","Health Care Equipment & Services","0.9650","0.9650","0.9650","-0.0050","1000"
"COHIBA MINERALS LIMITED","CHK","Materials","0.0150","0.0150","0.0150","0.0000","1700000"
"COKAL LIMITED","CKA","Materials","0.0730","0.0740","0.0720","0.0042","430000"
"COLLABORATE CORPORATION LIMITED","CL8","Software & Services","0.0350","0.0350","0.0340","-0.0010","3726285"
"COLLECTION HOUSE LIMITED","CLH","Commercial & Professional Services","1.3450","1.3500","1.3450","0.0000","15605"
"COLLERINA COBALT LIMITED","CLL","Materials","0.0550","0.0550","0.0550","0.0000","190345"
"COLLINS FOODS LIMITED","CKF","Consumer Services","5.9000","5.9100","5.8900","0.0100","16771"
"COMET RESOURCES LIMITED","CRL","Materials","0.0570","0.0570","0.0570","-0.0010","122641"
"COMET RIDGE LIMITED","COI","Energy","0.2200","0.2200","0.2200","0.0051","614620"
"COMMONWEALTH BANK OF AUSTRALIA.","CBA","Banks","76.1900","76.3200","76.0600","-0.1676","210753"
"COMOPS LIMITED","COM","Software & Services","0.0110","0.0110","0.0110","0.0011","425000"
"COMPAGNIE DE FINANCEMENT FONCIER","CFF","Not Applic",,"","","",""
"COMPUMEDICS LIMITED","CMP","Health Care Equipment & Services","0.3500","0.3500","0.3400","-0.0097","29217"
"COMPUTERSHARE LIMITED.","CPU","Software & Services","14.3200","14.3700","14.3100","-0.0501","225305"
"CONDOR BLANCO MINES LIMITED","CDB","Materials",,"","","",""
"CONICO LTD","CNJ","Materials","0.0320","0.0320","0.0320","0.0000","254594"
"CONNECTED IO LIMITED","CIO","Technology Hardware & Equipment",,"","","",""
"CONNEXION MEDIA LIMITED","CXZ","Commercial & Professional Services","0.0160","0.0160","0.0160","-0.0009","99602"
"CONSOLIDATED OPERATIONS GROUP LIMITED","COG","Not Applic","0.1050","0.1050","0.1050","-0.0048","570000"
"CONSOLIDATED TIN MINES LIMITED","CSD","Materials",,"","","",""
"CONSOLIDATED ZINC LIMITED","CZL","Materials","0.0170","0.0180","0.0170","0.0000","189878"
"CONTACT ENERGY LIMITED","CEN","Utilities",,"","","",""
"CONTANGO ASSET MANAGEMENT LIMITED","CGA","Diversified Financials","0.9750","0.9750","0.9750","0.0000","3500"
"CONTANGO GLOBAL GROWTH LIMITED","CQG","Class Pend","1.0000","1.0000","1.0000","-0.0099","1800"
"CONTANGO INCOME GENERATOR  LIMITED","CIE","Not Applic","0.9800","0.9800","0.9800","0.0000","13586"
"CONTANGO MICROCAP LIMITED","CTN","Diversified Financials","0.9150","0.9150","0.9150","0.0000","5828"
"CONVENIENCE RETAIL REIT","CRR","Real Estate","2.8100","2.8100","2.8000","-0.0200","44477"
"COOPER ENERGY LIMITED","COE","Energy","0.2670","0.2700","0.2670","0.0000","1418791"
"COPPER STRIKE LIMITED","CSE","Materials","0.2950","0.3100","0.2950","-0.0230","35005"
"COPPERMOLY LIMITED","COY","Materials","0.0150","0.0150","0.0150","0.0000","26846"
"CORAZON MINING LIMITED","CZN","Materials","0.0200","0.0200","0.0190","0.0011","349348"
"CORE EXPLORATION LIMITED","CXO","Materials","0.0490","0.0490","0.0480","0.0000","175201"
"CORIZON LIMITED","CIZ","Materials",,"","","",""
"CORPORATE TRAVEL MANAGEMENT LIMITED","CTD","Consumer Services","22.7250","22.7700","22.7000","0.0205","20478"
"CORUM GROUP LIMITED","COO","Software & Services","0.0400","0.0400","0.0400","0.0000","5000"
"COSTA GROUP HOLDINGS LIMITED","CGC","Food, Beverage & Tobacco","5.6650","5.6800","5.6450","0.0198","202842"
"COUGAR METALS NL","CGM","Materials","0.0170","0.0170","0.0170","0.0000","33000"
"COUNTPLUS LIMITED","CUP","Commercial & Professional Services","0.6700","0.6700","0.6600","0.0000","9989"
"COUNTY INTERNATIONAL LIMITED","CCJ","Energy","0.0090","0.0090","0.0090","0.0000","5000"
"COVATA LIMITED","CVT","Software & Services","0.0650","0.0650","0.0650","0.0000","115384"
"COVENTRY GROUP LIMITED","CYG","Capital Goods","1.1000","1.1000","1.1000","-0.0292","516"
"COVENTRY RESOURCES LIMITED.","CYY","Materials",,"0.1100","0.1000","0.0052","846174"
"COZIRON RESOURCES LIMITED","CZR","Materials","0.0250","0.0250","0.0250","0.0000","20000"
"CPT GLOBAL LIMITED","CGO","Software & Services","0.1800","0.1800","0.1800","0.0225","1225"
"CRADLE RESOURCES LIMITED","CXX","Materials","0.1250","0.1250","0.1250","0.0000","40000"
"CRATER GOLD MINING LIMITED","CGN","Materials","0.0090","0.0090","0.0090","0.0000","473922"
"CRE8TEK LIMITED","CR8","Software & Services","0.0710","0.0710","0.0680","0.0021","480455"
"CREDIT CORP GROUP LIMITED","CCP","Diversified Financials","19.6100","19.6500","19.5800","-0.0608","31086"
"CRESO PHARMA LIMITED","CPH","Pharmaceuticals, Biotechnology & Life Sciences","0.5600","0.5600","0.5500","0.0050","29295"
"CROMWELL PROPERTY GROUP","CMW","Real Estate","0.9670","0.9700","0.9650","-0.0030","210152"
"CROPLOGIC LIMITED","CLI","Class Pend",,"","","",""
"CROSSLAND STRATEGIC METALS LTD","CUX","Materials","0.0070","0.0070","0.0070","0.0012","1250000"
"CROWD MOBILE LIMITED","CM8","Media","0.2150","0.2200","0.2100","0.0083","106755"
"CROWN RESORTS LIMITED","CWN","Consumer Services","11.4700","11.5100","11.4600","0.0252","160248"
"CRUSADE ABS SERIES 2013-1 TRUST","CUF","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2015-1 TRUST","CUH","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2016-1 TRUST","CU1","Not Applic",,"","","",""
"CRUSADE ABS SERIES 2017-1 TRUST","CU2","Not Applic",,"","","",""
"CRUSADER RESOURCES LIMITED","CAS","Materials","0.0950","0.0980","0.0950","-0.0020","115938"
"CRYOSITE LIMITED","CTE","Pharmaceuticals, Biotechnology & Life Sciences","0.1500","0.1500","0.1500","0.0000","325000"
"CSG LIMITED","CSV","Software & Services","0.5300","0.5350","0.5200","0.0050","28217"
"CSL LIMITED","CSL","Pharmaceuticals, Biotechnology & Life Sciences","135.8500","136.1400","135.7500","-0.2038","71081"
"CSR LIMITED","CSR","Materials","4.6950","4.7000","4.6650","-0.0150","819796"
"CTI LOGISTICS LIMITED","CLX","Transportation","0.9550","0.9550","0.9500","0.0051","9785"
"CTL AUSTRALIA GROUP LIMITED","CIT","Class Pend",,"","","",""
"CUDECO LIMITED","CDU","Materials","0.3600","0.3700","0.3600","0.0051","4172"
"CUE ENERGY RESOURCES LIMITED","CUE","Energy","0.0580","0.0580","0.0580","0.0000","2000"
"CULLEN RESOURCES LIMITED","CUL","Materials","0.0010","0.0010","0.0010","-0.0005","1249988"
"CV CHECK LTD","CV1","Software & Services","0.0990","0.0990","0.0990","0.0010","30000"
"CVC LIMITED","CVC","Diversified Financials","2.2400","2.2400","2.2400","0.0000","2200"
"CWH RESOURCES LTD","CWH","Materials",,"","","",""
"CYBG PLC","CYB","Banks",,"","","",""
"CYCLIQ GROUP LTD","CYQ","Software & Services",,"","","",""
"CYCLOPHARM LIMITED","CYC","Health Care Equipment & Services","0.8000","0.8000","0.8000","0.0312","142"
"CYNATA THERAPEUTICS LIMITED","CYP","Pharmaceuticals, Biotechnology & Life Sciences","0.6350","0.6400","0.6300","-0.0050","18903"
"DACIAN GOLD LIMITED","DCN","Materials","2.1000","2.1000","2.0900","0.0000","5481"
"DAMPIER GOLD LIMITED","DAU","Materials","0.0380","0.0380","0.0380","-0.0010","7600"
"DANAKALI LIMITED","DNK","Materials","0.7250","0.7400","0.7100","0.0102","139260"
"DARK HORSE RESOURCES LIMITED","DHR","Materials","0.0070","0.0070","0.0070","0.0000","322125"
"DART MINING NL","DTM","Materials","0.0070","0.0070","0.0070","0.0000","336667"
"DATA#3 LIMITED","DTL","Software & Services","1.8000","1.8050","1.8000","0.0000","1870"
"DATADOT TECHNOLOGY LIMITED","DDT","Automobiles & Components","0.0060","0.0060","0.0060","0.0000","1000000"
"DATELINE RESOURCES LIMITED","DTR","Materials","0.0210","0.0210","0.0200","0.0011","450000"
"DAVENPORT RESOURCES LIMITED","DAV","Materials","0.1100","0.1100","0.1050","0.0000","19705"
"DAWINE LTD","DW8","Food, Beverage & Tobacco","0.0100","0.0110","0.0100","-0.0009","1528442"
"DE GREY MINING LIMITED","DEG","Materials","0.2520","0.2520","0.2400","0.0020","424932"
"DE.MEM LIMITED","DEM","Utilities","0.3150","0.3150","0.3150","0.0158","10693"
"DECIMAL SOFTWARE LIMITED","DSX","Software & Services","0.0330","0.0330","0.0330","0.0010","30000"
"DECMIL GROUP LIMITED","DCG","Capital Goods","1.2400","1.2500","1.2350","-0.0020","22130"
"DEEP YELLOW LIMITED","DYL","Energy","0.2150","0.2150","0.2150","0.0000","14000"
"DELECTA LIMITED","DLC","Retailing","0.0040","0.0040","0.0040","-0.0008","4430"
"DELTA SBD LIMITED","DSB","Materials",,"","","",""
"DEMPSEY MINERALS LIMITED","DMI","Materials","0.0610","0.0610","0.0610","-0.0010","200000"
"DEPARTMENT 13 INTERNATIONAL LTD","D13","Capital Goods","0.1050","0.1100","0.1050","0.0000","757500"
"DESANE GROUP HOLDINGS LIMITED","DGH","Real Estate","1.2500","1.2500","1.2500","0.0204","2000"
"DEVINE LIMITED","DVN","Real Estate","0.3700","0.3700","0.3700","-0.0049","1105"
"DEXUS","DXS","Real Estate","9.3900","9.4100","9.3800","-0.0047","165503"
"DGO GOLD LIMITED","DGO","Materials","1.3950","1.3950","1.3950","0.0572","1"
"DGR GLOBAL LIMITED","DGR","Materials","0.1200","0.1200","0.1200","-0.0048","46549"
"DIATREME RESOURCES LIMITED","DRX","Materials","0.0130","0.0130","0.0130","-0.0017","61855"
"DICKER DATA LIMITED","DDR","Technology Hardware & Equipment","2.6100","2.6100","2.6100","0.0000","1787"
"DIGIMATIC GROUP LIMITED","DMC","Software & Services","0.0440","0.0440","0.0400","0.0000","369000"
"DIGITALX LIMITED","DCC","Software & Services","0.0560","0.0560","0.0550","0.0010","248725"
"DIMERIX LIMITED","DXB","Pharmaceuticals, Biotechnology & Life Sciences",,"","","",""
"DING SHENG XIN FINANCE CO. LIMITED","DXF","Diversified Financials",,"0.0500","0.0500","0.0000","89220"
"DIPLOMA GROUP LIMITED","DGX","Capital Goods",,"","","",""
"DIRECTMONEY LIMITED","DM1","Diversified Financials","0.0290","0.0290","0.0290","-0.0027","261797"
"DISCOVERY AFRICA LIMITED","DAF","Materials","0.0120","0.0120","0.0120","0.0000","500000"
"DIVERSIFIED UNITED INVESTMENT LIMITED","DUI","Diversified Financials","3.8200","3.8200","3.8200","-0.0099","5235"
"DJERRIWARRH INVESTMENTS LIMITED","DJW","Diversified Financials","3.4100","3.4400","3.4000","-0.0249","43025"
"DOMACOM LIMITED","DCL","Diversified Financials","0.1200","0.1200","0.1200","0.0000","4167"
"DOME GOLD MINES LIMITED","DME","Materials",,"0.2200","0.2200","0.0000","2500"
"DOMINO'S PIZZA ENTERPRISES LIMITED","DMP","Consumer Services","45.4000","45.6200","45.2700","0.0681","59640"
"DONACO INTERNATIONAL LIMITED","DNA","Consumer Services","0.4400","0.4400","0.4400","0.0051","3068"
"DONGFANG MODERN AGRICULTURE HOLDING GROUP LIMITED","DFM","Food, Beverage & Tobacco","0.7950","0.8000","0.7900","0.0000","15074"
"DORAY MINERALS LIMITED","DRM","Materials","0.1700","0.1750","0.1650","0.0000","405410"
"DORSAVI LTD","DVL","Pharmaceuticals, Biotechnology & Life Sciences","0.2950","0.2950","0.2950","0.0000","4250"
"DOTZ NANO LIMITED","DTZ","Semiconductors & Semiconductor Equipment","0.1400","0.1450","0.1400","-0.0048","63115"
"DOWNER EDI LIMITED","DOW","Commercial & Professional Services","6.8800","6.9250","6.8700","-0.0447","395596"
"DRAGON MINING LIMITED","DRA","Materials","0.2200","0.2200","0.2200","-0.0140","1510"
"DRAGON MOUNTAIN GOLD LIMITED","DMG","Materials","0.0100","0.0100","0.0090","0.0000","160054"
"DRAGONTAIL SYSTEMS LIMITED","DTS","Software & Services","0.2050","0.2050","0.2050","0.0000","103770"
"DRAIG RESOURCES LIMITED","DRG","Materials",,"","","",""
"DRAKE RESOURCES LIMITED","DRK","Materials",,"","","",""
"DREAMSCAPE NETWORKS LIMITED","DN8","Software & Services","0.2150","0.2150","0.2100","0.0000","200000"
"DRIVER AUSTRALIA FOUR TRUST","DAZ","Not Applic",,"","","",""
"DRIVER AUSTRALIA MASTER TRUST","DAM","Not Applic",,"","","",""
"DRIVER AUSTRALIA THREE TRUST","DAE","Not Applic",,"","","",""
"DRIVER AUSTRALIA TWO TRUST","DAQ","Not Applic",,"","","",""
"DRONESHIELD LIMITED","DRO","Technology Hardware & Equipment","0.1950","0.1950","0.1950","0.0000","8030"
"DROPSUITE LIMITED","DSE","Software & Services","0.0780","0.0780","0.0780","0.0010","80000"
"DTI GROUP LTD","DTI","Technology Hardware & Equipment","0.1400","0.1400","0.1400","0.0052","50000"
"DUBBER CORPORATION LIMITED","DUB","Software & Services","0.3450","0.3450","0.3400","0.0157","69843"
"DUKETON MINING LIMITED","DKM","Materials","0.1250","0.1250","0.1250","0.0000","4589"
"DULUXGROUP LIMITED","DLX","Materials","6.8900","6.8900","6.8600","-0.0096","205857"
"DUXTON WATER LIMITED","D2O","Utilities","1.0400","1.0400","1.0350","0.0000","10000"
"DWS LIMITED","DWS","Software & Services","1.3850","1.3850","1.3850","-0.0100","244036"
"DYNASTY RESOURCES LIMITED","DMA","Materials",,"","","",""
"E2 METALS LIMITED","E2M","Materials","0.1400","0.1400","0.1400","0.0000","53660"
"EAGLE HEALTH HOLDINGS LIMITED","EHH","Household & Personal Products",,"","","",""
"EAST ENERGY RESOURCES LIMITED","EER","Energy",,"0.0080","0.0080","0.0000","78557"
"EAST WEST ENERGY LIMITED","EWE","Energy",,"","","",""
"EASTERN GOLDFIELDS LIMITED","EGS","Materials",,"0.2400","0.2400","0.0000","73358"
"EASTERN IRON LIMITED","EFE","Materials","0.0100","0.0100","0.0100","0.0000","400000"
"EASTON INVESTMENTS LIMITED","EAS","Diversified Financials","1.1800","1.1800","1.1800","0.0414","2500"
"EBOS GROUP LIMITED","EBO","Health Care Equipment & Services",,"","","",""
"ECARGO HOLDINGS LIMITED","ECG","Commercial & Professional Services","0.0510","0.0510","0.0510","0.0000","6000"
"ECHO RESOURCES LIMITED","EAR","Materials","0.2100","0.2150","0.2100","0.0105","218334"
"ECLIPSE METALS LIMITED.","EPM","Energy","0.0050","0.0050","0.0050","0.0000","100000"
"ECLIPX GROUP LIMITED","ECX","Diversified Financials","4.1000","4.1100","4.0950","-0.0098","365435"
"EDEN INNOVATIONS LTD","EDE","Energy","0.1770","0.1770","0.1750","0.0020","202927"
"EGAN STREET RESOURCES LIMITED","EGA","Materials","0.2700","0.2700","0.2700","0.0000","6821"
"EHR RESOURCES LIMITED","EHX","Energy","0.1400","0.1400","0.1400","0.0000","77406"
"EILDON CAPITAL LIMITED","EDC","Diversified Financials","1.0600","1.0600","1.0600","-0.0050","7718"
"ELANOR INVESTORS GROUP","ENN","Consumer Services","2.1500","2.1500","2.1500","0.0000","1520"
"ELANOR RETAIL PROPERTY FUND","ERF","Real Estate","1.3800","1.3800","1.3800","0.0101","837"
"ELDERS LIMITED","ELD","Food, Beverage & Tobacco","4.8850","4.9150","4.8800","-0.0249","25109"
"ELECTRO OPTIC SYSTEMS HOLDINGS LIMITED","EOS","Capital Goods","2.5800","2.6100","2.5200","-0.0297","24326"
"ELEMENTOS LIMITED","ELT","Materials","0.0090","0.0090","0.0090","0.0000","464000"
"ELIXIR PETROLEUM LIMITED","EXR","Energy","0.0430","0.0430","0.0430","0.0000","66719"
"ELK PETROLEUM LIMITED","ELK","Energy","0.0640","0.0640","0.0630","0.0010","323497"
"ELLERSTON ASIAN INVESTMENTS LIMITED","EAI","Not Applic","0.9700","0.9700","0.9650","0.0000","27765"
"ELLERSTON GLOBAL INVESTMENTS LIMITED","EGI","Not Applic","1.0500","1.0500","1.0500","0.0050","10000"
"ELLEX MEDICAL LASERS LIMITED","ELX","Health Care Equipment & Services","1.1550","1.1550","1.1520","0.0000","3326"
"ELMO SOFTWARE LIMITED","ELO","Software & Services","2.5600","2.5600","2.5600","0.0000","3000"
"ELSIGHT LIMITED","ELS","Technology Hardware & Equipment","0.5550","0.5650","0.5550","0.0208","33250"
"ELYSIUM RESOURCES LIMITED","EYM","Materials","0.0080","0.0080","0.0080","0.0000","272074"
"EMBELTON LIMITED","EMB","Capital Goods","13.5000","13.5000","13.5000","0.0000","100"
"EMECO HOLDINGS LIMITED","EHL","Capital Goods","0.2170","0.2250","0.2170","0.0072","1621159"
"EMERALD RESOURCES NL","EMR","Materials","0.0420","0.0430","0.0420","0.0000","24688"
"EMERGENT RESOURCES LIMITED","EMG","Materials","0.0080","0.0080","0.0080","0.0000","515138"
"EMERGING MARKETS MASTERS FUND","EMF","Not Applic","2.0200","2.0200","2.0200","0.0000","11700"
"EML PAYMENTS LIMITED","EML","Diversified Financials","2.1850","2.1900","2.1600","0.0050","83641"
"EMMERSON RESOURCES LIMITED","ERM","Materials","0.0870","0.0870","0.0870","0.0000","8513"
"EMPEROR RANGE GROUP LIMITED","ERX","Materials",,"0.0600","0.0600","-0.0028","8400"
"EMPIRE ENERGY GROUP LIMITED","EEG","Energy","0.0070","0.0070","0.0070","0.0000","1000000"
"EMPIRE OIL & GAS NL","EGO","Energy",,"0.1200","0.1150","0.0000","119724"
"EMPIRE RESOURCES LIMITED","ERL","Materials","0.0240","0.0240","0.0230","0.0000","240050"
"EMPIRED LTD","EPD","Software & Services","0.6650","0.6700","0.6650","0.0000","54786"
"EMU NL","EMU","Materials","0.1200","0.1200","0.1200","-0.0048","3900"
"ENCOUNTER RESOURCES LIMITED","ENR","Materials","0.0950","0.0950","0.0950","0.0053","2353"
"ENEABBA GAS LIMITED","ENB","Utilities","0.0080","0.0080","0.0080","0.0000","724053"
"ENEGEX LIMITED","ENX","Energy","0.0210","0.0210","0.0210","-0.0010","20000"
"ENERGIA MINERALS LIMITED","EMX","Energy","0.0170","0.0170","0.0160","0.0011","150000"
"ENERGY ACTION LIMITED","EAX","Commercial & Professional Services","0.8650","0.8650","0.8650","0.0258","5000"
"ENERGY METALS LTD","EME","Energy","0.0880","0.0880","0.0880","0.0000","4444"
"ENERGY ONE LIMITED","EOL","Software & Services","0.6000","0.6000","0.6000","-0.0146","10000"
"ENERGY RESOURCES OF AUSTRALIA LIMITED","ERA","Energy","0.5800","0.5850","0.5700","0.0000","55816"
"ENERGY TECHNOLOGIES LIMITED","EGY","Capital Goods","0.0070","0.0070","0.0070","-0.0009","120000"
"ENERGY WORLD CORPORATION LTD","EWC","Utilities","0.3400","0.3400","0.3050","-0.0097","121759"
"ENERO GROUP LIMITED","EGG","Media","1.0300","1.0300","1.0300","0.0000","4038"
"ENGENCO LIMITED","EGN","Capital Goods","0.3100","0.3100","0.3100","-0.0097","7100"
"ENHANCED OIL & GAS RECOVERY LIMITED","EOR","Energy","0.0070","0.0070","0.0070","0.0012","2478"
"ENICE HOLDING COMPANY LIMITED","ENC","Telecommunication Services","0.3800","0.3800","0.3800","-0.0049","10000"
"ENNOX GROUP LTD","EXO","Diversified Financials","0.0030","0.0030","0.0030","0.0000","964333"
"ENSOGO LIMITED","E88","Retailing",,"","","",""
"ENSURANCE LTD","ENA","Insurance","0.0800","0.0800","0.0800","-0.0047","40000"
"ENTEK ENERGY LTD","ETE","Energy","0.0230","0.0230","0.0230","0.0000","190746"
"ENTERPRISE METALS LIMITED","ENT","Materials","0.0190","0.0190","0.0190","0.0000","197595"
"ENVIROMISSION LIMITED","EVM","Utilities",,"","","",""
"ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED","ESI","Commercial & Professional Services","0.0100","0.0100","0.0100","0.0000","161168"
"ENVIRONMENTAL GROUP LIMITED (THE)","EGL","Capital Goods","0.0550","0.0550","0.0550","0.0000","19556"
"ENVIROSUITE LIMITED","EVS","Commercial & Professional Services","0.0870","0.0870","0.0870","-0.0010","8673"
"ENZUMO LIMITED","ENZ","Software & Services","0.0600","0.0600","0.0600","0.0055","35714"
"EPAT TECHNOLOGIES LTD","EPT","Health Care Equipment & Services","0.0430","0.0440","0.0430","-0.0010","269447"
"EPHRAIM RESOURCES LIMITED","EPA","Not Applic",,"","","",""
"EQT HOLDINGS LIMITED","EQT","Diversified Financials","17.6100","17.6200","17.6100","0.0000","105"
"EQUATORIAL RESOURCES LIMITED","EQX","Materials","0.3600","0.3600","0.3600","0.0000","9131"
"EQUUS MINING LIMITED","EQE","Materials","0.0410","0.0410","0.0380","-0.0028","1381889"
"ERM POWER LIMITED","EPW","Utilities","1.2850","1.2850","1.2800","0.0030","12575"
"ESENSE-LAB LTD","ESE","Pharmaceuticals, Biotechnology & Life Sciences","0.2400","0.2400","0.2400","-0.0096","28991"
"ESERVGLOBAL LIMITED","ESV","Software & Services","0.1950","0.1950","0.1950","0.0000","235896"
"ESPERANCE MINERALS LIMITED","ESM","Materials",,"","","",""
"ESPORTS MOGUL ASIA PACIFIC LIMITED","ESH","Software & Services","0.0170","0.0170","0.0170","0.0011","3000000"
"ESTIA HEALTH LIMITED","EHE","Health Care Equipment & Services","3.3100","3.3400","3.3100","0.0000","247599"
"ESTRELLA RESOURCES LIMITED","ESR","Materials","0.0390","0.0400","0.0380","-0.0010","918539"
"ETFS METAL SECURITIES AUSTRALIA LIMITED.","GOL","Diversified Financials",,"","","",""
"ETHERSTACK PLC","ESK","Software & Services","0.2100","0.2100","0.2100","0.0105","2950"
"EUMUNDI GROUP LIMITED","EBG","Consumer Services","0.9200","0.9200","0.9200","0.0204","5472"
"EUREKA GROUP HOLDINGS LIMITED","EGH","Real Estate","0.3250","0.3250","0.3150","0.0051","169721"
"EUROPEAN COBALT LTD","EUC","Materials","0.2450","0.2450","0.2400","0.0000","928503"
"EUROPEAN LITHIUM LIMITED","EUR","Materials","0.0560","0.0560","0.0560","0.0000","29998"
"EUROPEAN METALS HOLDINGS LIMITED","EMH","Materials","0.8750","0.8800","0.8700","0.0000","19170"
"EUROZ LIMITED","EZL","Diversified Financials","1.0550","1.0600","1.0550","0.0000","360"
"EVANS & PARTNERS GLOBAL DISRUPTION FUND","EGD","Not Applic","1.7100","1.7100","1.7100","-0.0099","60000"
"EVE INVESTMENTS LIMITED","EVE","Diversified Financials","0.0040","0.0040","0.0040","-0.0008","600000"
"EVENT HOSPITALITY AND ENTERTAINMENT LTD","EVT","Media","12.9100","12.9200","12.8900","0.0103","5831"
"EVOLUTION MINING LIMITED","EVN","Materials","2.2650","2.2800","2.2600","-0.0050","704442"
"EVOLVE EDUCATION GROUP LIMITED","EVO","Consumer Services",,"","","",""
"EVZ LIMITED","EVZ","Capital Goods","0.0140","0.0140","0.0140","0.0000","590350"
"EXCELSIOR GOLD LIMITED","EXG","Materials","0.0500","0.0500","0.0500","0.0000","116457"
"EXPLAURUM LIMITED","EXU","Materials","0.1000","0.1000","0.1000","-0.0048","29890"
"EXTERRA RESOURCES LIMITED","EXC","Materials",,"0.0430","0.0410","0.0021","37592"
"EZA CORPORATION LTD","EZA","Commercial & Professional Services",,"","","",""
"FACTOR THERAPEUTICS LIMITED","FTT","Pharmaceuticals, Biotechnology & Life Sciences","0.0500","0.0500","0.0500","0.0021","200000"
"FAIRFAX MEDIA LIMITED","FXJ","Media","0.9600","0.9650","0.9600","-0.0020","277434"
"FAMILY ZONE CYBER SAFETY LIMITED","FZO","Software & Services","1.0300","1.0550","1.0150","0.0256","411687"
"FAR LIMITED","FAR","Energy","0.0680","0.0680","0.0680","0.0000","536300"
"FARM PRIDE FOODS LIMITED","FRM","Food, Beverage & Tobacco","1.0300","1.0300","1.0300","0.0000","3910"
"FARMAFORCE LIMITED","FFC","Health Care Equipment & Services","0.0750","0.0750","0.0750","-0.0103","10000"
"FASTBRICK ROBOTICS LTD","FBR","Capital Goods","0.2500","0.2500","0.2500","-0.0096","69306"
"FASTER ENTERPRISES LTD","FE8","Real Estate",,"0.0780","0.0780","-0.0056","4000"
"FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","FPC","Not Applic","0.9900","0.9900","0.9900","0.0000","310"
"FAT PROPHETS GLOBAL PROPERTY FUND","FPP","Class Pend",,"","","",""
"FATFISH INTERNET GROUP LTD","FFG","Diversified Financials","0.0320","0.0320","0.0320","0.0000","7204"
"FE LIMITED","FEL","Materials","0.0250","0.0250","0.0250","0.0000","11587"
"FERRUM CRESCENT LIMITED","FCR","Materials","0.0010","0.0010","0.0010","0.0000","500000"
"FERTOZ LIMITED","FTZ","Materials","0.0500","0.0500","0.0500","0.0000","245000"
"FFI HOLDINGS LIMITED","FFI","Food, Beverage & Tobacco","3.8500","3.8500","3.8500","0.0000","1000"
"FIDUCIAN GROUP LIMITED","FID","Diversified Financials","4.9100","4.9200","4.9000","-0.0098","5120"
"FIELD SOLUTIONS HOLDINGS LIMITED","FSG","Telecommunication Services","0.0250","0.0250","0.0250","0.0010","30000"
"FINBAR GROUP LIMITED","FRI","Real Estate","0.8300","0.8400","0.8300","0.0000","3600"
"FINDERS RESOURCES LIMITED","FND","Materials",,"","","",""
"FIRST GRAPHITE LIMITED","FGR","Materials","0.0800","0.0800","0.0800","-0.0029","79999"
"FIRST GROWTH FUNDS LIMITED","FGF","Not Applic","0.0080","0.0080","0.0080","0.0000","250000"
"FIRSTMAC MORTGAGE FUNDING TRUST SERIES 1-2007","FMA","Not Applic",,"","","",""
"FIRSTWAVE CLOUD TECHNOLOGY LIMITED","FCT","Software & Services","0.2200","0.2200","0.2200","-0.0096","66"
"FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","FPH","Health Care Equipment & Services","11.7150","11.7400","11.7050","-0.0551","104057"
"FITZROY RIVER CORPORATION LTD","FZR","Energy","0.1850","0.1850","0.1850","0.0051","1000"
"FLAGSHIP INVESTMENTS LIMITED","FSI","Diversified Financials","1.6350","1.6400","1.6350","0.0000","10000"
"FLEETWOOD CORPORATION LIMITED","FWD","Consumer Durables & Apparel","2.8700","2.8700","2.8600","0.0000","1607"
"FLETCHER BUILDING LIMITED","FBU","Materials","7.0400","7.0500","7.0300","-0.0148","113654"
"FLEXIGROUP LIMITED","FXL","Diversified Financials","1.5550","1.5650","1.5520","-0.0070","164809"
